grupo,subgrupo,indicador,ano,valor
OPERAÇÕES DE SANEAMENTO,PRODUÇÃO,Índice de esgoto tratado referido à água consumida,2020,15.4
OPERAÇÕES DE SANEAMENTO,PRODUÇÃO,Índice de esgoto tratado referido à água consumida,2021,15.9
OPERAÇÕES DE SANEAMENTO,PRODUÇÃO,Índice de esgoto tratado referido à água consumida,2022,16.3
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2010,21.7
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2011,20.1
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2012,18.7
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2013,16
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2014,12.4
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2015,12.4
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2016,12
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2017,8.3
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2018,12.6
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2019,12.5
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2020,12.3
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2021,12.3
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas na distribuição,2022,11.3
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2010,21.7
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2011,20.1
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2012,18.7
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2013,-0.3
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2014,-3.5
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2015,3.3
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2016,4.7
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2017,1.1
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2018,10.3
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2019,10.4
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2020,7.3
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2021,3.8
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Perdas no faturamento,2022,3.7
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2010,147.17
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2011,162.24
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2012,175.05
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2013,226.5
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2014,224.89
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2015,225.95
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2016,188.33
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2017,172.4
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2018,170.12
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2019,272.52
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2020,259.14
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2021,235.6
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal total (equivalente),2022,157.41
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2010,188.91
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2011,198.58
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2012,221.98
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2013,250.2
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2014,253.42
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2015,262.32
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2016,248.28
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2017,242.72
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2018,243.94
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2019,272.52
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2020,306.81
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2021,300.96
OPERAÇÕES DE SANEAMENTO,EFICIÊNCIA,Economias ativas por pessoal próprio,2022,277.15
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2010,2.28
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2011,2.43
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2012,2.73
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2013,3.06
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2014,3.21
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2015,3.45
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2016,3.38
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2017,3.42
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2018,3.75
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2019,3.97
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2020,3.74
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2021,3.39
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de água,2022,4.07
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2010,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2011,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2012,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2013,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2014,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2015,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2016,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2017,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2018,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2019,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2020,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2021,10.04
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa de coleta de esgoto,2022,11.6
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2010,2.28
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2011,2.43
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2012,2.73
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2013,3.06
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2014,3.21
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2015,3.45
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2016,3.38
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2017,3.42
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2018,3.75
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2019,3.97
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2020,4.01
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2021,4.23
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Tarifa dos serviços de saneamento,2022,5.05
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2010,5181770.8
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2011,5861047.91
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2012,7044274.89
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2013,8140062.63
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2014,9071384.28
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2015,9552959.55
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2016,10160257.36
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2017,10754028.88
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2018,12134839.26
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2019,13466219.67
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2020,13512309.17
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2021,12390014.09
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com água,2022,15313570.29
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2010,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2011,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2012,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2013,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2014,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2015,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2016,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2017,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2018,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2019,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2020,954518.8
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2021,5310006.03
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta com coleta de esgoto,2022,6562958.69
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2010,5181770.8
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2011,5861047.91
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2012,7044274.89
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2013,8140062.63
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2014,9071384.28
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2015,9552959.55
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2016,10160257.36
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2017,10754028.88
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2018,12134839.26
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2019,13817039.18
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2020,14659978.18
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2021,18103809.37
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total,2022,22728303.07
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2010,12328668.85
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2011,13120075.27
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2012,14493336.77
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2013,15651212.04
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2014,17294272.67
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2015,16992558.76
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2016,15078865.52
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2017,14352768.42
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2018,15053509.15
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2019,16139862.72
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2020,16401380.49
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2021,19398325.45
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Receita direta e indireta total a preços de 2022,2022,22728303.07
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2010,84.52
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2011,94.81
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2012,113.06
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2013,126.39
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2014,139.37
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2015,145.25
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2016,152.92
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2017,160.24
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2018,179.57
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2019,202.51
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2020,212.87
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2021,260.51
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Despesas per capita com saneamento,2022,316.01
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2010,187.67
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2011,198.08
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2012,217.09
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2013,226.8
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2014,247.97
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2015,241.13
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2016,211.8
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2017,199.6
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2018,207.89
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2019,220.77
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2020,222.27
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2021,260.51
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,"Despesas per capita com saneamento, R$ a preços de 2022",2022,316.01
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2010,4405706.86
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2011,5302963.44
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2012,5496171.02
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2013,5025268.2
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2014,5535683.23
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2015,5998656.12
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2016,7028773.45
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2017,7716953.4
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2018,8334015.44
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2019,6744512.47
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2020,8486474.06
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2021,10724446.17
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com os serviços de saneamento,2022,17386996.07
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2010,2337122.81
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2011,2714858.71
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2012,3168498.5
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2013,3007425.28
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2014,3387304.72
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2015,3654079.54
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2016,4279669.69
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2017,4313209.76
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2018,4655424.1
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2019,5004129.66
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2020,5434424.29
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2021,5862473.84
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com pessoal,2022,7354602.04
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2010,173859.6
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2011,185059.31
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2012,251243.45
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2013,229869.12
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2014,206797.6
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2015,174828.46
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2016,260191.32
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2017,365356.88
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2018,384911.1
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2019,394194.1
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2020,579387.4
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2021,1074745.17
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com produtos químicos,2022,1054307.43
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2010,319297.17
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2011,357254.69
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2012,374895.05
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2013,353007.46
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2014,413091.42
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2015,517860.81
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2016,640706.22
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2017,746213.52
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2018,953660.47
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2019,1094828.57
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2020,1213147.5
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2021,1503730.71
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com energia elétrica,2022,1665763.72
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2010,662849.41
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2011,608153.49
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2012,849604.78
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2013,314655.89
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2014,429668.62
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2015,588130.77
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2016,1362148.24
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2017,1759264
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2018,2019884.19
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2019,0
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2020,999677.34
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2021,1626305.66
OPERAÇÕES DE SANEAMENTO,CUSTOS E RECEITAS,Custo com serviços de terceiros,2022,5594368.99
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2010,121
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2011,77
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2012,73
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2013,64
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2014,44
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2015,36
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2016,47
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2017,45
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2018,39
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2019,43
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2020,28
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2021,20
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações totais por doenças de veiculação hídrica,2022,26
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações por diarreia,2010,120
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações por diarreia,2011,77
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações por diarreia,2012,73
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações por diarreia,2013,64
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações por diarreia,2014,42
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações por diarreia,2015,35
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações por diarreia,2016,45
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações por diarreia,2017,44
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações por diarreia,2018,39
BENEFÍCIOS DO SANEAMENTO,SAÚDE,Internações por diarreia,2019,40
